,Unnamed: 0,Generation,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.0,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002
1,1.0,1.0,0.1091072191066895,0.08851364850667669,0.09748760443250329,0.09666962719517744,0.08667660187485227,0.1031861593102382,0.09165676159279101,0.06664229504065912,0.14071062497361322,0.11934945796679886
2,2.0,2.0,0.11505181008843449,0.08588763935950042,0.10688386759804294,0.0892486339447566,0.09056381664739394,0.10099606188539856,0.08888004162717829,0.06532236071009581,0.13727099507234677,0.11989477306685177
3,3.0,3.0,0.10862217833216485,0.09187886600852471,0.10147129507957897,0.0892043233110389,0.09282779705003924,0.10035575535484778,0.08300102231236933,0.07337274366895082,0.14160760812747358,0.11765841075501135
4,4.0,4.0,0.10782853101118942,0.09021045237876872,0.11577483411368464,0.08687503715557413,0.08800888724173855,0.09959121812210676,0.08287846698364125,0.06629684898420285,0.14549146018900078,0.11704426382009252
5,5.0,5.0,0.10987650812295666,0.09543611323441864,0.10574569445908866,0.09407468084086555,0.08948057138148949,0.09829696269047176,0.07401415943650584,0.0714110846027782,0.14148937447140475,0.12017485076001999
6,6.0,6.0,0.10955986296926515,0.10274103109002768,0.10947760031003591,0.08522052210561337,0.08472139745493097,0.0987549743001824,0.07837518360168372,0.0721431507238428,0.13325412808614243,0.12575214935827517
7,7.0,7.0,0.1108239438259108,0.09374814076583082,0.10652620533405206,0.08606810157804246,0.08116952021189992,0.0981422434249841,0.07557147073484663,0.0788461291731821,0.1406828441211497,0.1284214008301009
8,8.0,8.0,0.11224009283351633,0.10523762053933479,0.11415389188729974,0.08384456667762644,0.07493382762614835,0.09715249168091858,0.07102321921173241,0.06720267208672868,0.1418212875088915,0.1323903299478027
9,9.0,9.0,0.11329684222065015,0.0957677399758988,0.10855209726225357,0.08051561497012563,0.07997235895096058,0.0934666504895846,0.08057184629972931,0.06785506037193298,0.14415196460546803,0.13584982485339586
