,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.8847313078418865,559,0,27951
1,Run_2,0.8804257554729619,316,0,15801
2,Run_3,0.8693377313863866,321,0,15944
3,Run_4,0.8838904280548714,516,0,25801
4,Run_5,0.8957762914773041,728,0,36401
5,Run_6,0.9024534229467904,830,0,41501
6,Run_7,0.8881313360107732,425,0,21251
7,Run_8,0.8830497157404289,386,0,19301
8,Run_9,0.8881345179896525,595,0,29751
9,Run_10,0.8689746508489938,373,0,18651
10,Run_11,0.8886690904413858,531,0,26551
11,Run_12,0.8874977872686346,783,0,39151
12,Run_13,0.9045811619816494,1104,0,55201
13,Run_14,0.8712253147521398,347,0,17351
14,Run_15,0.8916047171664578,598,0,29901
15,Run_16,0.8891604549693886,569,0,28451
16,Run_17,0.9003275261102301,643,0,32151
17,Run_18,0.891534211213394,658,0,32901
18,Run_19,0.8906586646038511,579,0,28951
19,Run_20,0.8938359542511825,908,0,45401
20,Run_21,0.8931530011001273,577,1,28851
21,Run_22,0.8908345108050791,610,0,30501
22,Run_23,0.8911155297818988,689,0,34451
23,Run_24,0.8933218134533062,921,0,46051
24,Run_25,0.8871872931190377,486,0,24301
25,Run_26,0.8846859227747124,426,0,21301
26,Run_27,0.8849589030680473,552,0,27601
27,Run_28,0.8816675645987768,604,0,30201
28,Run_29,0.8948973954163092,987,1,49351
29,Run_30,0.8998234336667098,660,0,33001
