,Run_number,Duration,HV Obtained
0,Run_1,0 days 02:11:27.615306,0.8915110999983755
1,Run_10,0 days 01:26:22.683153,0.8873308171137542
2,Run_11,0 days 02:03:24.043638,0.8889450852410273
3,Run_12,0 days 02:54:01.531834,0.8953857454380053
4,Run_13,0 days 02:19:41.226000,0.8914117887628248
5,Run_14,0 days 02:44:15.163104,0.8993613768389116
6,Run_15,0 days 02:21:09.485120,0.8957206905832015
7,Run_16,0 days 03:04:46.104401,0.8940146474861446
8,Run_17,0 days 02:43:16.859694,0.898376135694317
9,Run_18,0 days 02:08:17.834291,0.8910004761245239
10,Run_2,0 days 02:34:28.385538,0.8972008131798235
11,Run_3,0 days 03:45:32.817082,0.8934045449041697
12,Run_4,0 days 03:16:23.027934,0.8981073422152971
13,Run_5,0 days 01:47:23.897428,0.8887863212422044
14,Run_6,0 days 02:25:33.983035,0.893784037753677
15,Run_7,0 days 01:52:51.000737,0.8896910080793793
16,Run_8,0 days 02:15:48.348569,0.8933074108120628
17,Run_9,0 days 03:00:46.129523,0.8940086184735311
18,Average,0 days 02:29:45.007577055,0.8934082199967351
