,Run_nr,HV
0,Run_1,0.8915110999983755
1,Run_2,0.8972008131798235
2,Run_3,0.8934045449041697
3,Run_4,0.8981073422152971
4,Run_5,0.8887863212422044
5,Run_6,0.893784037753677
6,Run_7,0.8896910080793793
7,Run_8,0.8933074108120628
8,Run_9,0.8940086184735311
9,Run_10,0.8873308171137542
10,Run_11,0.8889450852410273
11,Run_12,0.8953857454380053
12,Run_13,0.8914117887628248
13,Run_14,0.8993613768389116
14,Run_15,0.8957206905832015
15,Run_16,0.8940146474861446
16,Run_17,0.898376135694317
17,Run_18,0.8910004761245239
18,Means,0.893408219996735
