Generations,Unnamed: 0.1,Intertwine_two,Add_vertex,Delete_vertex,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,Trim_one_terminal_cb,Grow_one_terminal_cb
0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,1.0,0.1004044204775487,0.0979860550257523,0.1005193106165703,0.1005034925222159,0.099309857285783,0.1007076781022157,0.0992094388920928,0.0966149327306356,0.1034012902465214,0.1013435241006641
2,2.0,0.1010421526442699,0.0959110055565308,0.1012804645499487,0.0999945558018936,0.0988300689896886,0.100440699423158,0.0988878245654399,0.0934251453661418,0.1074167571929938,0.1027713259099346
3,3.0,0.1016675284646854,0.0949248297176536,0.1019948924788789,0.099063812295911,0.0985609628303872,0.1016422130272659,0.0973136572329374,0.0901748558360464,0.1104995520592391,0.1041576960569946
4,4.0,0.1024114050903002,0.093611086026335,0.1029281409292492,0.0989610515514818,0.097759676070081,0.1012781484419764,0.096816968239758,0.0871723269921753,0.1130909650377556,0.1059702316208872
5,5.0,0.1027449155466993,0.0931907889696005,0.1041673115108716,0.0987225209465912,0.0969177386388276,0.1012347313302152,0.095562016098349,0.0847683702923052,0.1149570842682185,0.1077345223983215
6,6.0,0.1034227375858311,0.0925942998180126,0.1049119211428801,0.0975596411760476,0.095589242111217,0.1021539502458617,0.0931110244355712,0.0827038963065576,0.1170432277790319,0.1109100593989888
7,7.0,0.1043157719563882,0.0923963896318205,0.1053109553939643,0.0966715503980589,0.0945581640325435,0.1015538067529009,0.0917028558090752,0.080905779564169,0.1186017316110596,0.1139829948500195
8,8.0,0.1061207884602378,0.0918687326324297,0.1060768403417962,0.0969259660780221,0.0926384970711675,0.1015497417470484,0.0888162746835739,0.0786844697367392,0.119940675764433,0.1173780134845516
9,9.0,0.1077719877140386,0.0919667243167258,0.105999371625645,0.0959683852412415,0.0909341163538012,0.1012717766861417,0.0866915129243268,0.0774066867287341,0.1211569108071854,0.1208325276021593
