,Run_nr,HV
0,Run_1,0.9458413926499034
1,Run_2,0.9556415215989684
2,Run_3,0.9600257898130238
3,Run_4,0.961831076724694
4,Run_5,0.9588652482269502
5,Run_6,0.948420373952289
6,Run_7,0.9577047066408768
7,Run_8,0.9555125725338492
8,Run_9,0.9570599613152804
9,Run_10,0.9556415215989684
10,Run_11,0.9504835589941972
11,Run_12,0.963249516441006
12,Run_13,0.9504835589941972
13,Run_14,0.9524177949709868
14,Run_15,0.9509993552546744
15,Run_16,0.961057382333978
16,Run_17,0.9552546744036108
17,Run_18,0.9507414571244356
18,Run_19,0.9502256608639588
19,Run_20,0.9512572533849132
20,Means,0.9546357188910383
