,Run_nr,HV,Epochs,Poor_epochs,Total_iterations
0,Run_1,0.8834777756359896,477,0,23851
1,Run_2,0.8856842267799696,551,0,27551
2,Run_3,0.8883997945446479,568,0,28401
3,Run_4,0.8952001858275666,668,0,33401
4,Run_5,0.8875324540911623,448,0,22401
5,Run_6,0.8896956973114121,659,0,32951
6,Run_7,0.8886297343868251,606,0,30301
7,Run_8,0.8887402662847398,402,0,20101
8,Run_9,0.8915546428672511,419,0,20951
9,Run_10,0.890791637826494,659,0,32951
10,Run_11,0.8935345036205058,799,0,39951
11,Run_12,0.8852436064414642,700,0,35001
12,Run_13,0.8830091873778603,399,0,19951
13,Run_14,0.8797044511027817,398,0,19901
14,Run_15,0.8940910149792494,813,0,40651
15,Run_16,0.8881862670145854,475,0,23751
16,Run_17,0.8871492768450578,538,0,26834
17,Run_18,0.8878779500084322,398,0,19901
18,Run_19,0.8841804905506113,511,0,25527
19,Run_20,0.8749365069609137,522,1,26101
20,Run_21,0.87149025636199,396,0,19801
21,Run_22,0.8872345203845103,636,0,31801
22,Run_23,0.8839076777298489,509,0,25451
23,Run_24,0.8856202522572372,593,0,29651
24,Run_25,0.8870911638623663,497,0,24851
25,Run_26,0.8929337795025963,823,0,41151
26,Run_27,0.8887863212422044,512,0,25601
27,Run_28,0.8976446154972084,671,0,33551
28,Run_29,0.8883984547640672,483,0,24151
29,Run_30,0.8923988721057181,491,0,24526
